sentence_id	token	label
14	Yogyakarta	B-LOC
14	,	O
14	jalan	O
14	area	O
14	parkir	O
14	belokan	O
14	tajam	O
14	sempit	O

15	Saya	O
15	menginap	O
15	di	O
15	Hotel	B-HOTEL
15	Ibis	I-HOTEL
15	di	O
15	Bali	B-LOC
15	,	O
15	lampu	O
15	kamar	B-ASPECT
15	redup	O

16	Saya	O
16	menginap	O
16	di	O
16	Hotel	B-HOTEL
16	Santika	I-HOTEL
16	di	O
16	Semarang	B-LOC
16	,	O
16	lift	B-ASPECT
16	nunggu	O
16	lama	O

17	Saya	O
17	menginap	O
17	di	O
17	Hotel	B-HOTEL
17	Ciputra	I-HOTEL
17	di	O
17	Yogyakarta	B-LOC
17	,	O
17	harga	B-ASPECT
17	terjangkau	O
17	sesuai	O
17	fasilitas	O
17	berikan	O

18	Pengalaman	O
18	di	O
18	Hotel	B-HOTEL
18	Santika	I-HOTEL
18	Malang	B-LOC
18	,	O
18	harga	B-ASPECT
18	super	O
18	murah	B-ASPECT

19	Saya	O
19	menginap	O
19	di	O
19	Hotel	B-HOTEL
19	Patra	I-HOTEL
19	Jasa	I-HOTEL
19	di	O
19	Bali	B-LOC
19	,	O
19	datang	O
19	tidak_sambut	O

20	Saya	O
20	menginap	O
20	di	O
20	Hotel	B-HOTEL
20	Novotel	I-HOTEL
20	di	O
20	Bali	B-LOC
20	,	O
20	dekat	B-ASPECT
20	hotel	O
20	jual	O
20	banyak	O
20	makanan	O

21	Saya	O
21	menginap	O
21	di	O
21	Hotel	B-HOTEL
21	Ciputra	I-HOTEL
21	di	O
21	Yogyakarta	B-LOC
21	,	O
21	sauna	O
21	jacuzzi	O
21	tutup	O

22	Saya	O
22	menginap	O
22	di	O
22	Hotel	B-HOTEL
22	Horison	I-HOTEL
22	di	O
22	Surabaya	B-LOC
22	,	O
22	pelayanan	B-ASPECT
22	patut	O
22	diacungi	O
22	jempol	O

23	Pengalaman	O
23	di	O
23	Hotel	B-HOTEL
23	Patra	I-HOTEL
23	Jasa	I-HOTEL
23	Malang	B-LOC
23	,	O
23	cocok	O
23	istirahat	O
23	santai	O
23	tenang	O

24	Pengalaman	O
24	di	O
24	Hotel	B-HOTEL
24	Horison	I-HOTEL
24	Surabaya	B-LOC
24	,	O
24	harga	B-ASPECT
24	tidak_sesuai	O

25	Ulasan	O
25	tamu	O
25	di	O
25	Hotel	B-HOTEL
25	Grand	I-HOTEL
25	Candi	I-HOTEL
25	Surabaya	B-LOC
25	:	O
25	lokasi	B-ASPECT
25	pertokoan	O
25	tidak_nyaman	O

26	Pengalaman	O
26	di	O
26	Hotel	B-HOTEL
26	Novotel	I-HOTEL
26	Malang	B-LOC
26	,	O
26	desain	O
26	interior	O
26	kamar	B-ASPECT
26	bagus	O

27	Pengalaman	O
27	di	O
27	Hotel	B-HOTEL
27	Santika	I-HOTEL
27	Surabaya	B-LOC
27	,	O
27	kamar	B-ASPECT
27	menggunakan	O
27	tv	B-ASPECT
27	kabel	O

28	suasana	O
28	rumah	O
28	tenang	O
28	,	O
28	ini	O
28	pendapat	O
28	saya	O
28	soal	O
28	Hotel	B-HOTEL
28	Tentrem	I-HOTEL
28	di	O
28	Jakarta	B-LOC

29	Pengalaman	O
29	di	O
29	Hotel	B-HOTEL
29	Patra	I-HOTEL
29	Jasa	I-HOTEL
29	Bandung	B-LOC
29	,	O
29	kecewa	O
29	teh	O
29	panas	O
29	tidak_enak	O

30	Pengalaman	O
30	di	O
30	Hotel	B-HOTEL
30	Aston	I-HOTEL
30	Surabaya	B-LOC
30	,	O
30	harga	B-ASPECT
30	murah	I-ASPECT
30	tidak_mahal	O

31	kamar	B-ASPECT
31	luas	O
31	ada	O
31	sofa	O
31	kulkas	O
31	,	O
31	ini	O
31	pendapat	O
31	saya	O
31	soal	O
31	Hotel	B-HOTEL
31	Ibis	I-HOTEL
31	di	O
31	Malang	B-LOC

32	Saya	O
32	menginap	O
32	di	O
32	Hotel	B-HOTEL
32	Novotel	I-HOTEL
32	di	O
32	Surabaya	B-LOC
32	,	O
32	ternyata	O
32	tidak_hanya	O
32	dekat	B-ASPECT
32	masjid	O
32	jogokariyan	O
32	juga	O
32	dekat	B-ASPECT
32	pusat	O
32	perbelanjan	O
32	superindo	O
32	dekat	B-ASPECT
32	atm	O
32	spbu	O
32	makanan	O
32	rumahan	O

33	Ulasan	O
33	tamu	O
33	di	O
33	Hotel	B-HOTEL
33	Horison	I-HOTEL
33	Jakarta	B-LOC
33	:	O
33	sarapan	B-ASPECT
33	banyak	O
33	variasi	O
33	menu	B-ASPECT
33	masakan	O
33	jawa	O
33	pecel	O
33	soto	O
33	lauk	O

34	Saya	O
34	menginap	O
34	di	O
34	Hotel	B-HOTEL
34	Grand	I-HOTEL
34	Candi	I-HOTEL
34	di	O
34	Yogyakarta	B-LOC
34	,	O
34	hanya	O
34	kolam_renang	O
34	kecil	O

35	Ulasan	O
35	tamu	O
35	di	O
35	Hotel	B-HOTEL
35	Aston	I-HOTEL
35	Malang	B-LOC
35	:	O
35	hotel	O
35	ada	O
35	fasilitas	B-ASPECT
35	memetik	O
35	buah	O
35	taman	B-ASPECT
35	hidroponik	O

36	dekat	B-ASPECT
36	ringroad	O
36	dekat	B-ASPECT
36	pasar	O
36	prawitotaman	O
36	dekat	B-ASPECT
36	spbu	O
36	masjid	O
36	jogokaryan	O
36	fenomenal	O
36	,	O
36	ini	O
36	pendapat	O
36	saya	O
36	soal	O
36	Hotel	B-HOTEL
36	Gumaya	I-HOTEL
36	di	O
36	Malang	B-LOC

37	Ulasan	O
37	tamu	O
37	di	O
37	Hotel	B-HOTEL
37	Horison	I-HOTEL
37	Solo	B-LOC
37	:	O
37	sate	O
37	gosong	O
37	mentah	O
37	mengecewakan	O

38	Pengalaman	O
38	di	O
38	Hotel	B-HOTEL
38	Santika	I-HOTEL
38	Kuta	B-LOC
38	,	O
38	pelayanan	B-ASPECT
38	cepat	O
38	ramah	B-ASPECT
38	baik	O

39	Pengalaman	O
39	di	O
39	Hotel	B-HOTEL
39	Novotel	I-HOTEL
39	Yogyakarta	B-LOC
39	,	O
39	staff	B-ASPECT
39	membantu	O
39	mencari	O
39	lokasi	O
39	meja	O
39	kosong	O

40	lokasi	B-ASPECT
40	cukup	O
40	enak	O
40	,	O
40	ini	O
40	pendapat	O
40	saya	O
40	soal	O
40	Hotel	B-HOTEL
40	Gumaya	I-HOTEL
40	di	O
40	Bandung	B-LOC

41	Saya	O
41	menginap	O
41	di	O
41	Hotel	B-HOTEL
41	Grand	I-HOTEL
41	Candi	I-HOTEL
41	di	O
41	Solo	B-LOC
41	,	O
41	prokes	O
41	sarapan	O
41	jumlah	O
41	orang	O
41	tidak_diterapkan	O

42	Pengalaman	O
42	di	O
42	Hotel	B-HOTEL
42	Horison	I-HOTEL
42	Yogyakarta	B-LOC
42	,	O
42	mie	O
42	laksa	O
42	tidak_sesuai	O
42	standar	O

43	Saya	O
43	menginap	O
43	di	O
43	Hotel	B-HOTEL
43	Horison	I-HOTEL
43	di	O
43	Ubud	B-LOC
43	,	O
43	sekitaran	O
43	kolam_renang	O
43	anak	O
43	licin	O

44	Saya	O
44	menginap	O
44	di	O
44	Hotel	B-HOTEL
44	Aston	I-HOTEL
44	di	O
44	Bali	B-LOC
44	,	O
44	kamar	B-ASPECT
44	luas	O
44	kamar	B-ASPECT
44	besar	O
44	empuk	O

45	Ulasan	O
45	tamu	O
45	di	O
45	Hotel	B-HOTEL
45	Horison	I-HOTEL
45	Kuta	B-LOC
45	:	O
45	tim	O
45	teknis	O
45	cepat	O
45	memperbaiki	O

46	hotel	O
46	tidak_ada	O
46	tangga	O
46	jalan	O
46	koper	O
46	,	O
46	ini	O
46	pendapat	O
46	saya	O
46	soal	O
46	Hotel	B-HOTEL
46	Ibis	I-HOTEL
46	di	O
46	Bali	B-LOC

47	Pengalaman	O
47	di	O
47	Hotel	B-HOTEL
47	Grand	I-HOTEL
47	Candi	I-HOTEL
47	Yogyakarta	B-LOC
47	,	O
47	lokasi	B-ASPECT
47	sulit	O
47	dijangkau	O
47	masuk	O
47	dalam	O
47	komplek	O
47	perumahan	O
47	jalan	O
47	rusak	O

48	Ulasan	O
48	tamu	O
48	di	O
48	Hotel	B-HOTEL
48	Ciputra	I-HOTEL
48	Surabaya	B-LOC
48	:	O
48	tidak_semua	O
48	kamar	B-ASPECT
48	pemandangan	O
48	baik	O

49	Ulasan	O
49	tamu	O
49	di	O
49	Hotel	B-HOTEL
49	Tentrem	I-HOTEL
49	Ubud	B-LOC
49	:	O
49	extra	O
49	kasur	O
49	mahal	B-ASPECT

50	Ulasan	O
50	tamu	O
50	di	O
50	Hotel	B-HOTEL
50	Santika	I-HOTEL
50	Jakarta	B-LOC
50	:	O
50	resto	O
50	tutup	O
50	tidak_menerima	O
50	order	O
50	sarapan	B-ASPECT

51	Saya	O
51	menginap	O
51	di	O
51	Hotel	B-HOTEL
51	Horison	I-HOTEL
51	di	O
51	Bandung	B-LOC
51	,	O
51	checkin	O
51	efisien	O
51	cekatan	O
51	mantap	O

52	Saya	O
52	menginap	O
52	di	O
52	Hotel	B-HOTEL
52	Patra	I-HOTEL
52	Jasa	I-HOTEL
52	di	O
52	Kuta	B-LOC
52	,	O
52	masuk	O
52	tidak_ada	O
52	ucapan	O
52	welcome	O

53	terbaik	O
53	bisa	O
53	dinikmati	O
53	bisa	O
53	lihat	O
53	gunung_merapi	O
53	kamar	O
53	sendiri	O
53	,	O
53	ini	O
53	pendapat	O
53	saya	O
53	soal	O
53	Hotel	B-HOTEL
53	Ciputra	I-HOTEL
53	di	O
53	Kuta	B-LOC

54	Saya	O
54	menginap	O
54	di	O
54	Hotel	B-HOTEL
54	Tentrem	I-HOTEL
54	di	O
54	Kuta	B-LOC
54	,	O
54	kamar	B-ASPECT
54	sempit	O
54	agak	O
54	sumpek	O

55	Pengalaman	O
55	di	O
55	Hotel	B-HOTEL
55	Ciputra	I-HOTEL
55	Malang	B-LOC
55	,	O
55	harga	B-ASPECT
55	masih	O
55	oke	O

56	tidak_ada	O
56	arah	O
56	petunjuk	O
56	jalan	O
56	,	O
56	ini	O
56	pendapat	O
56	saya	O
56	soal	O
56	Hotel	B-HOTEL
56	Patra	I-HOTEL
56	Jasa	I-HOTEL
56	di	O
56	Kuta	B-LOC

57	Saya	O
57	menginap	O
57	di	O
57	Hotel	B-HOTEL
57	Santika	I-HOTEL
57	di	O
57	Surabaya	B-LOC
57	,	O
57	harga	B-ASPECT
57	segitu	O

58	Ulasan	O
58	tamu	O
58	di	O
58	Hotel	B-HOTEL
58	Santika	I-HOTEL
58	Bali	B-LOC
58	:	O
58	staff	B-ASPECT
58	tidak_senyum	O
58	banyak	O
58	abai	O

59	Saya	O
59	menginap	O
59	di	O
59	Hotel	B-HOTEL
59	Ibis	I-HOTEL
59	di	O
59	Kuta	B-LOC
59	,	O
59	jauh	B-ASPECT
59	kota	O
59	tidak_bisa	O
59	kemana_mana	B-ASPECT

60	Ulasan	O
60	tamu	O
60	di	O
60	Hotel	B-HOTEL
60	Ibis	I-HOTEL
60	Surabaya	B-LOC
60	:	O
60	kamar	B-ASPECT
60	eksekutif	O
60	luas	O
60	bersih	O

61	Saya	O
61	menginap	O
61	di	O
61	Hotel	B-HOTEL
61	Santika	I-HOTEL
61	di	O
61	Semarang	B-LOC
61	,	O
61	tidak_ada	O
61	staff	B-ASPECT
61	bantu	O
61	menurunkan	O
61	barang	O

62	Pengalaman	O
62	di	O
62	Hotel	B-HOTEL
62	Santika	I-HOTEL
62	Semarang	B-LOC
62	,	O
62	gratis	B-ASPECT
62	makanan	O

63	Saya	O
63	menginap	O
63	di	O
63	Hotel	B-HOTEL
63	Santika	I-HOTEL
63	di	O
63	Kuta	B-LOC
63	,	O
63	keluhan	O
63	ditangani	O
63	baik	O

64	Saya	O
64	menginap	O
64	di	O
64	Hotel	B-HOTEL
64	Ciputra	I-HOTEL
64	di	O
64	Jakarta	B-LOC
64	,	O
64	jamu	O
64	beras_kencur	O
64	kunyit_asam	O
64	mencuri	O
64	perhatian	O

65	ada	O
65	kebijakan	O
65	ada	O
65	masalah	O
65	jangan_membuat	O
65	customer	B-ASPECT
65	kecewa	O
65	,	O
65	ini	O
65	pendapat	O
65	saya	O
65	soal	O
65	Hotel	B-HOTEL
65	Horison	I-HOTEL
65	di	O
65	Bandung	B-LOC

66	lift	B-ASPECT
66	pengap	O
66	tidak_ada	O
66	pengharum	O
66	ruangan	O
66	,	O
66	ini	O
66	pendapat	O
66	saya	O
66	soal	O
66	Hotel	B-HOTEL
66	Tentrem	I-HOTEL
66	di	O
66	Jakarta	B-LOC

67	Ulasan	O
67	tamu	O
67	di	O
67	Hotel	B-HOTEL
67	Tentrem	I-HOTEL
67	Yogyakarta	B-LOC
67	:	O
67	kamar	B-ASPECT
67	rapi	O

68	harga	B-ASPECT
68	tidak_wajar	O
68	,	O
68	ini	O
68	pendapat	O
68	saya	O
68	soal	O
68	Hotel	B-HOTEL
68	Gumaya	I-HOTEL
68	di	O
68	Bali	B-LOC

69	Ulasan	O
69	tamu	O
69	di	O
69	Hotel	B-HOTEL
69	Gumaya	I-HOTEL
69	Jakarta	B-LOC
69	:	O
69	lokasi	B-ASPECT
69	tidak_mendukung	O

70	makanan	B-ASPECT
70	prasmanan	O
70	rasa	O
70	standar	O
70	,	O
70	ini	O
70	pendapat	O
70	saya	O
70	soal	O
70	Hotel	B-HOTEL
70	Santika	I-HOTEL
70	di	O
70	Semarang	B-LOC

71	Saya	O
71	menginap	O
71	di	O
71	Hotel	B-HOTEL
71	Novotel	I-HOTEL
71	di	O
71	Yogyakarta	B-LOC
71	,	O
71	lorong	O
71	hotel	O
71	bersih	O
71	wangi	O
71	full	O
71	karpet	O

72	kebersihan	O
72	kamar	B-ASPECT
72	baik	O
72	,	O
72	ini	O
72	pendapat	O
72	saya	O
72	soal	O
72	Hotel	B-HOTEL
72	Tentrem	I-HOTEL
72	di	O
72	Surabaya	B-LOC

73	Saya	O
73	menginap	O
73	di	O
73	Hotel	B-HOTEL
73	Aston	I-HOTEL
73	di	O
73	Malang	B-LOC
73	,	O
73	dekat	B-ASPECT
73	tugu	O
73	jogja	O

74	Saya	O
74	menginap	O
74	di	O
74	Hotel	B-HOTEL
74	Ciputra	I-HOTEL
74	di	O
74	Jakarta	B-LOC
74	,	O
74	hotel	O
74	tenang	O
74	jauh	B-ASPECT
74	keramaian	O
74	lalu_lintas	O

75	Ulasan	O
75	tamu	O
75	di	O
75	Hotel	B-HOTEL
75	Santika	I-HOTEL
75	Jakarta	B-LOC
75	:	O
75	hotel	O
75	tidak_ada	O
75	genset	O

76	Ulasan	O
76	tamu	O
76	di	O
76	Hotel	B-HOTEL
76	Grand	I-HOTEL
76	Candi	I-HOTEL
76	Kuta	B-LOC
76	:	O
76	transportasi	O
76	mudah	O

77	Saya	O
77	menginap	O
77	di	O
77	Hotel	B-HOTEL
77	Santika	I-HOTEL
77	di	O
77	Surabaya	B-LOC
77	,	O
77	pelayanan	B-ASPECT
77	diberi	O
77	setiap_saat	O

78	harga	B-ASPECT
78	baik	O
78	murah	B-ASPECT
78	sesuai	O
78	,	O
78	ini	O
78	pendapat	O
78	saya	O
78	soal	O
78	Hotel	B-HOTEL
78	Gumaya	I-HOTEL
78	di	O
78	Jakarta	B-LOC

79	Ulasan	O
79	tamu	O
79	di	O
79	Hotel	B-HOTEL
79	Tentrem	I-HOTEL
79	Malang	B-LOC
79	:	O
79	harga	B-ASPECT
79	oke	O
79	murah	B-ASPECT

80	Ulasan	O
80	tamu	O
80	di	O
80	Hotel	B-HOTEL
80	Aston	I-HOTEL
80	Malang	B-LOC
80	:	O
80	hotel	O
80	bau	O
80	tidak_wangi	O

81	coba	O
81	mengikuti	O
81	petunjuk	O
81	maps	O
81	tidak_akurat	O
81	,	O
81	ini	O
81	pendapat	O
81	saya	O
81	soal	O
81	Hotel	B-HOTEL
81	Gumaya	I-HOTEL
81	di	O
81	Solo	B-LOC

82	lokasi	B-ASPECT
82	langsung	O
82	dapat	O
82	dicapai	O
82	mudah	O
82	menggunaakn	O
82	waze	O
82	,	O
82	ini	O
82	pendapat	O
82	saya	O
82	soal	O
82	Hotel	B-HOTEL
82	Ciputra	I-HOTEL
82	di	O
82	Malang	B-LOC

83	Pengalaman	O
83	di	O
83	Hotel	B-HOTEL
83	Aston	I-HOTEL
83	Surabaya	B-LOC
83	,	O
83	tidak_ada	O
83	lift	B-ASPECT
83	harus	O
83	manual	O
83	naik	O
83	tangga	O

84	Ulasan	O
84	tamu	O
84	di	O
84	Hotel	B-HOTEL
84	Tentrem	I-HOTEL
84	Semarang	B-LOC
84	:	O
84	lorong	O
84	hotel	O
84	ada	O
84	sisa	O
84	piring	O
84	tidak_dibersihkan	O

85	Ulasan	O
85	tamu	O
85	di	O
85	Hotel	B-HOTEL
85	Novotel	I-HOTEL
85	Semarang	B-LOC
85	:	O
85	lokasi	B-ASPECT
85	tidak_ramah_anak	O
85	orang_tua	O
85	berbatu	O
85	menanjak	O

86	Saya	O
86	menginap	O
86	di	O
86	Hotel	B-HOTEL
86	Ibis	I-HOTEL
86	di	O
86	Jakarta	B-LOC
86	,	O
86	amenities	O
86	tidak_lengkap	O

87	Ulasan	O
87	tamu	O
87	di	O
87	Hotel	B-HOTEL
87	Grand	I-HOTEL
87	Candi	I-HOTEL
87	Kuta	B-LOC
87	:	O
87	dapat	O
87	fasilitas	O
87	gratis	B-ASPECT
87	upgrade_kamar	O

88	Ulasan	O
88	tamu	O
88	di	O
88	Hotel	B-HOTEL
88	Aston	I-HOTEL
88	Yogyakarta	B-LOC
88	:	O
88	sesuai	O
88	harga	B-ASPECT
88	dapat	O
88	sarapan	O

89	Ulasan	O
89	tamu	O
89	di	O
89	Hotel	B-HOTEL
89	Tentrem	I-HOTEL
89	Malang	B-LOC
89	:	O
89	suasana	O
89	sepi	B-ASPECT
89	terkesan	O
89	horor	O

90	Ulasan	O
90	tamu	O
90	di	O
90	Hotel	B-HOTEL
90	Ibis	I-HOTEL
90	Surabaya	B-LOC
90	:	O
90	petunjuk	O
90	jalan	O
90	tempat	O
90	masuk	O
90	tidak_terlihat	O

91	dekat	B-ASPECT
91	tempat	O
91	bersejarah	O
91	dekat	B-ASPECT
91	stasiun	O
91	,	O
91	ini	O
91	pendapat	O
91	saya	O
91	soal	O
91	Hotel	B-HOTEL
91	Ibis	I-HOTEL
91	di	O
91	Yogyakarta	B-LOC

92	Pengalaman	O
92	di	O
92	Hotel	B-HOTEL
92	Ibis	I-HOTEL
92	Ubud	B-LOC
92	,	O
92	strategis	B-ASPECT
92	nyaman	O

93	Pengalaman	O
93	di	O
93	Hotel	B-HOTEL
93	Ciputra	I-HOTEL
93	Surabaya	B-LOC
93	,	O
93	harga	B-ASPECT
93	cocok	O
93	anggaran_rendah	O
93	backpacker	O

94	suasana	O
94	sejuk	O
94	terseret	O
94	ruang	O
94	waktu	O
94	kembali	O
94	jaman	O
94	kerajaan	O
94	jawa	O
94	tempo	O
94	,	O
94	ini	O
94	pendapat	O
94	saya	O
94	soal	O
94	Hotel	B-HOTEL
94	Tentrem	I-HOTEL
94	di	O
94	Solo	B-LOC

95	tempat	O
95	bermain	O
95	anak	O
95	kurang	O
95	,	O
95	ini	O
95	pendapat	O
95	saya	O
95	soal	O
95	Hotel	B-HOTEL
95	Aston	I-HOTEL
95	di	O
95	Solo	B-LOC

96	Ulasan	O
96	tamu	O
96	di	O
96	Hotel	B-HOTEL
96	Novotel	I-HOTEL
96	Yogyakarta	B-LOC
96	:	O
96	kolam	B-ASPECT
96	besar	O
96	tidak_terkalahkan	O

97	Ulasan	O
97	tamu	O
97	di	O
97	Hotel	B-HOTEL
97	Patra	I-HOTEL
97	Jasa	I-HOTEL
97	Ubud	B-LOC
97	:	O
97	debu	O
97	lampu	O
97	tidur	O

98	Saya	O
98	menginap	O
98	di	O
98	Hotel	B-HOTEL
98	Santika	I-HOTEL
98	di	O
98	Kuta	B-LOC
98	,	O
98	hotel	O
98	mahal	B-ASPECT
98	zonk	O

99	Saya	O
99	menginap	O
99	di	O
99	Hotel	B-HOTEL
99	Horison	I-HOTEL
99	di	O
99	Solo	B-LOC
99	,	O
99	tampak	O
99	luar	O
99	hotel	O
99	sederhana	O

100	Saya	O
100	menginap	O
100	di	O
100	Hotel	B-HOTEL
100	Novotel	I-HOTEL
100	di	O
100	Yogyakarta	B-LOC
100	,	O
100	sarapan	B-ASPECT
100	variatif	O

101	Saya	O
101	menginap	O
101	di	O
101	Hotel	B-HOTEL
101	Novotel	I-HOTEL
101	di	O
101	Solo	B-LOC
101	,	O
101	pilihan	O
101	makanan	B-ASPECT
101	sarapan	I-ASPECT
101	banyak	O

102	Pengalaman	O
102	di	O
102	Hotel	B-HOTEL
102	Patra	I-HOTEL
102	Jasa	I-HOTEL
102	Kuta	B-LOC
102	,	O
102	lobi	B-ASPECT
102	tersedia	O
102	bahan	O
102	bacaan	O
102	koran	O
102	majalah	O

103	Ulasan	O
103	tamu	O
103	di	O
103	Hotel	B-HOTEL
103	Ibis	I-HOTEL
103	Kuta	B-LOC
103	:	O
103	fasilitas	B-ASPECT
103	minim	O
103	pintu	O
103	ditempel	O
103	stiker	O
103	jaminan	O
103	bank	O

104	Ulasan	O
104	tamu	O
104	di	O
104	Hotel	B-HOTEL
104	Horison	I-HOTEL
104	Solo	B-LOC
104	:	O
104	lokasi	B-ASPECT
104	terjal	O

105	Ulasan	O
105	tamu	O
105	di	O
105	Hotel	B-HOTEL
105	Aston	I-HOTEL
105	Solo	B-LOC
105	:	O
105	tempat_parkir	O
105	mobil	O
105	sempit	O

106	Saya	O
106	menginap	O
106	di	O
106	Hotel	B-HOTEL
106	Santika	I-HOTEL
106	di	O
106	Kuta	B-LOC
106	,	O
106	ada	O
106	swalayan	O
106	besar	O
106	berjarak	O
106	lima	O
106	menit	O
106	jalan_kaki	O

107	Saya	O
107	menginap	O
107	di	O
107	Hotel	B-HOTEL
107	Ciputra	I-HOTEL
107	di	O
107	Solo	B-LOC
107	,	O
107	harga	B-ASPECT
107	ramah_kantong	O
107	didapat	O
107	sesuai	O

108	Pengalaman	O
108	di	O
108	Hotel	B-HOTEL
108	Novotel	I-HOTEL
108	Surabaya	B-LOC
108	,	O
108	upgrade_kamar	O
108	mahal	B-ASPECT

109	Pengalaman	O
109	di	O
109	Hotel	B-HOTEL
109	Horison	I-HOTEL
109	Jakarta	B-LOC
109	,	O
109	sarapan	B-ASPECT
109	tidak_banget	O
109	hanya	O
109	nasi	O
109	putih	O
109	tahu	O
109	sayur	O
109	urap	O
109	peyek	O

110	amenities	O
110	lengkap	O
110	ada	O
110	handbody	O
110	sisir	O
110	alat_cukur	O
110	,	O
110	ini	O
110	pendapat	O
110	saya	O
110	soal	O
110	Hotel	B-HOTEL
110	Grand	I-HOTEL
110	Candi	I-HOTEL
110	di	O
110	Yogyakarta	B-LOC

111	Ulasan	O
111	tamu	O
111	di	O
111	Hotel	B-HOTEL
111	Ciputra	I-HOTEL
111	Semarang	B-LOC
111	:	O
111	parkir	O
111	harus	O
111	diperluas	O

112	Pengalaman	O
112	di	O
112	Hotel	B-HOTEL
112	Novotel	I-HOTEL
112	Bandung	B-LOC
112	,	O
112	air	O
112	kamar_mandi	O
112	kuning	O

113	tempat	O
113	strategis	B-ASPECT
113	dalam	O
113	kota	O
113	jogja	O
113	,	O
113	ini	O
113	pendapat	O
113	saya	O
113	soal	O
113	Hotel	B-HOTEL
113	Aston	I-HOTEL
113	di	O
113	Jakarta	B-LOC

114	Ulasan	O
114	tamu	O
114	di	O
114	Hotel	B-HOTEL
114	Horison	I-HOTEL
114	Semarang	B-LOC
114	:	O
114	massage	O
114	murah	B-ASPECT

115	Ulasan	O
115	tamu	O
115	di	O
115	Hotel	B-HOTEL
115	Santika	I-HOTEL
115	Bandung	B-LOC
115	:	O
115	pembersihan	O
115	kamar	O
115	harian	O
115	tidak_ada	O

116	Saya	O
116	menginap	O
116	di	O
116	Hotel	B-HOTEL
116	Novotel	I-HOTEL
116	di	O
116	Ubud	B-LOC
116	,	O
116	sarapan	B-ASPECT
116	tidak_ada	O

